ID,Severity,Start_Lat,Start_Lng,Distance_mi,City,State,Temperature_F,Humidity_Percent,Visibility_mi,Wind_Speed_mph,Weather_Condition,Amenity,Crossing,Junction,Traffic_Signal,Sunrise_Sunset,Hour,DayOfWeek,Month
A-3373,3,37.627132,-122.43092299999999,0.0,San Bruno,CA,64.9,65.0,10.0,15.0,Mostly Cloudy,0,0,0,0,Day,11,2,7
A-3381,3,37.948761,-121.294716,0.0,Stockton,CA,77.0,42.0,10.0,11.5,Clear,0,0,0,0,Day,11,2,7
A-3396,3,37.698124,-121.940643,0.0,Pleasanton,CA,72.0,49.0,10.0,19.6,Clear,0,0,0,0,Day,13,2,7
A-3430,2,37.996586,-121.31476599999999,0.0,Stockton,CA,81.0,35.0,10.0,16.1,Clear,0,1,0,1,Day,19,2,7
A-3443,2,38.699871,-122.89483600000001,0.0,Geyserville,CA,54.0,93.0,10.0,3.5,Clear,0,0,1,0,Night,23,2,7
A-3483,2,37.461899,-122.269608,0.0,Emerald Hills,CA,64.4,68.0,10.0,8.1,Scattered Clouds,0,0,0,0,Day,11,3,7
A-3508,3,37.742306,-121.53131100000002,0.0,Tracy,CA,87.1,24.0,10.0,10.4,Clear,0,0,0,0,Day,16,3,7
A-3511,2,38.553822,-121.40943100000001,0.0,Sacramento,CA,84.2,22.0,10.0,9.2,Clear,0,0,0,0,Day,19,3,7
A-3513,2,37.399925,-122.032677,0.0,Sunnyvale,CA,66.0,54.0,10.0,11.5,Clear,0,0,1,0,Day,19,3,7
A-3514,3,37.697891,-121.973984,0.0,Dublin,CA,66.0,48.0,10.0,11.5,Clear,0,0,0,0,Day,19,3,7
A-3517,3,37.357258,-122.117043,0.0,Los Altos,CA,63.0,58.0,10.0,8.1,Clear,0,0,0,0,Night,20,3,7
A-3538,3,38.599545,-121.441032,0.0,Sacramento,CA,64.4,56.0,10.0,5.8,Clear,0,0,0,0,Day,7,4,7
A-3542,2,37.807072,-122.47561599999999,0.0,San Francisco,CA,59.0,78.0,10.0,13.8,Mostly Cloudy,0,0,0,0,Day,8,4,7
A-3543,2,36.776608,-121.715088,0.0,Salinas,CA,66.0,59.0,10.0,4.6,Clear,0,0,0,0,Day,9,4,7
A-3581,2,39.347569,-121.098801,0.0,Nevada City,CA,77.0,29.0,10.0,6.9,Clear,0,0,0,0,Day,19,4,7
A-3609,2,38.658169,-120.969086,0.0,Cameron Park,CA,68.0,40.0,10.0,4.6,Clear,0,0,0,1,Night,22,4,7
A-3636,3,37.588539000000004,-121.87087199999999,0.0,Sunol,CA,64.0,60.0,10.0,3.5,Clear,0,0,0,0,Day,10,5,7
A-3648,2,38.433128,-122.726196,0.0,Santa Rosa,CA,72.0,44.0,10.0,5.8,Clear,0,0,0,0,Day,12,5,7
A-3711,2,38.236065,-121.051071,0.0,Galt,CA,81.0,30.0,10.0,9.2,Clear,0,0,0,0,Day,18,5,7
A-3715,2,38.406872,-120.67005900000001,0.0,Pine Grove,CA,75.2,21.0,10.0,4.6,Clear,0,0,0,0,Day,19,5,7
A-3716,3,37.851562,-122.29938500000002,0.0,Berkeley,CA,64.0,75.0,10.0,15.0,Partly Cloudy,0,0,0,0,Day,19,5,7
A-3728,2,38.588737,-121.401505,0.0,Sacramento,CA,75.2,34.0,10.0,13.8,Clear,0,0,0,1,Night,20,5,7
A-3734,2,39.132023,-122.87393999999999,0.0,Upper Lake,CA,63.0,58.0,10.0,6.9,Clear,0,0,0,0,Night,21,5,7
A-3743,3,37.663311,-122.10592700000001,0.0,Hayward,CA,61.0,72.0,10.0,3.5,Scattered Clouds,0,0,0,0,Night,22,5,7
A-3780,2,38.435005,-121.530876,0.0,Clarksburg,CA,72.0,49.0,10.0,6.9,Clear,0,0,0,0,Day,9,6,7
A-3788,3,37.71928,-122.176796,0.0,San Leandro,CA,64.9,68.0,10.0,5.8,Partly Cloudy,0,0,0,0,Day,10,6,7
A-3801,3,38.643409999999996,-121.434265,0.0,Sacramento,CA,77.0,36.0,9.0,6.9,Clear,0,0,1,0,Day,10,6,7
A-3843,3,38.242809,-122.08538100000001,0.0,Fairfield,CA,79.0,47.0,10.0,13.8,Clear,0,0,0,0,Day,16,6,7
A-3863,3,37.327892,-121.874001,0.0,San Jose,CA,77.0,37.0,10.0,11.5,Partly Cloudy,0,0,0,0,Day,19,6,7
A-3867,2,38.380096,-121.36586000000001,0.0,Elk Grove,CA,87.1,29.0,10.0,11.5,Clear,0,0,0,0,Day,19,6,7
A-3928,3,37.414558,-121.880264,0.0,Milpitas,CA,60.1,75.0,10.0,6.9,Clear,0,0,0,0,Day,6,7,7
A-3977,2,38.189529,-121.091049,0.0,Lockeford,CA,100.0,15.0,10.0,11.5,Clear,0,0,0,0,Day,18,7,7
A-4047,2,38.496016999999995,-121.466293,0.0,Sacramento,CA,100.9,17.0,10.0,11.5,Clear,0,0,0,0,Day,17,1,7
A-4086,2,36.731251,-121.63069899999999,0.0,Salinas,CA,55.9,84.0,4.0,3.5,Haze,0,0,0,0,Day,9,2,7
A-4097,3,38.242306,-122.08653999999999,0.0,Fairfield,CA,63.0,75.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,10,2,7
A-4103,2,38.825298,-121.164024,0.0,Loomis,CA,86.0,23.0,10.0,4.6,Clear,0,0,0,0,Day,10,2,7
A-4108,2,37.89791500000001,-122.09585600000001,0.0,Lafayette,CA,78.1,45.0,10.0,10.4,Clear,0,0,1,0,Day,11,2,7
A-4122,3,37.690132,-122.096321,0.0,Castro Valley,CA,77.0,43.0,10.0,9.2,Clear,0,0,1,0,Day,12,2,7
A-4139,3,37.76707800000001,-121.331657,0.0,Tracy,CA,97.0,17.0,10.0,8.1,Clear,0,0,0,0,Day,14,2,7
A-4181,2,37.236069,-121.759033,0.0,San Jose,CA,80.6,48.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,19,2,7
A-4209,2,37.601955,-122.370651,0.0,Burlingame,CA,55.0,83.0,10.0,9.2,Partly Cloudy,0,0,0,0,Night,23,2,7
A-4235,3,37.328884,-121.870255,0.0,San Jose,CA,68.0,70.0,10.0,6.9,Mostly Cloudy,0,0,0,0,Day,9,3,7
A-4237,3,37.560669,-121.90888999999999,0.0,Sunol,CA,77.0,40.0,10.0,6.9,Clear,0,0,1,0,Day,9,3,7
A-4317,2,38.596256,-121.427803,0.0,Sacramento,CA,102.2,12.0,10.0,5.8,Clear,0,1,0,1,Day,16,3,7
A-4333,2,38.550488,-121.42786399999999,0.0,Sacramento,CA,97.0,17.0,10.0,3.5,Clear,0,0,0,0,Day,19,3,7
A-4352,3,38.525612,-121.52143899999999,0.0,Sacramento,CA,84.0,37.0,10.0,3.5,Clear,0,0,0,0,Night,20,3,7
A-4410,2,38.733230999999996,-120.571091,0.0,Pollock Pines,CA,93.2,14.0,10.0,5.8,Clear,0,0,0,0,Day,11,4,7
A-4447,2,37.860287,-122.50202900000001,0.0,Sausalito,CA,70.0,51.0,10.0,18.4,Partly Cloudy,0,0,0,0,Day,14,4,7
A-4457,2,38.512096,-121.94615900000001,0.0,Winters,CA,106.0,13.0,10.0,9.2,Clear,0,0,0,0,Day,14,4,7
A-4463,3,37.701716999999995,-121.88956499999999,0.0,Dublin,CA,99.0,14.0,10.0,17.3,Clear,0,0,0,0,Day,16,4,7
A-4492,3,38.642693,-121.42908500000001,0.0,Sacramento,CA,89.6,27.0,10.0,8.1,Clear,0,0,0,0,Night,20,4,7
A-4514,2,37.36422,-121.90148899999998,0.0,San Jose,CA,64.9,75.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,8,5,7
A-4528,2,37.251087,-121.931229,0.0,San Jose,CA,73.4,57.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,10,5,7
A-4546,3,37.322414,-121.94072,0.0,San Jose,CA,77.0,50.0,10.0,3.5,Partly Cloudy,0,0,1,0,Day,12,5,7
A-4588,2,37.979881,-121.263046,0.0,Stockton,CA,102.9,14.0,10.0,10.4,Clear,0,0,0,0,Day,16,5,7
A-4632,3,37.824974,-122.30555,0.0,Oakland,CA,59.0,83.0,10.0,9.2,Partly Cloudy,0,0,0,0,Night,22,5,7
A-4659,3,37.119289,-121.62611399999999,0.0,Morgan Hill,CA,62.6,72.0,10.0,3.5,Clear,0,0,0,0,Day,8,6,7
A-4667,3,38.664715,-121.355934,0.0,Sacramento,CA,77.0,41.0,9.0,5.8,Clear,0,0,0,0,Day,9,6,7
A-4680,3,37.447144,-121.89108300000001,0.0,Milpitas,CA,73.4,57.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,10,6,7
A-4706,2,37.421535,-121.93466200000002,0.0,San Jose,CA,84.0,41.0,10.0,10.4,Scattered Clouds,0,0,0,0,Day,13,6,7
A-4711,3,37.84407,-122.297653,0.0,Emeryville,CA,73.0,53.0,10.0,15.0,Clear,0,0,1,0,Day,14,6,7
A-4725,2,38.49612,-121.438042,0.0,Sacramento,CA,99.0,20.0,10.0,5.8,Clear,0,0,0,1,Day,15,6,7
A-4733,2,38.826462,-120.94031499999998,0.0,Lotus,CA,98.6,12.0,10.0,8.1,Clear,0,0,0,0,Day,15,6,7
A-4740,3,38.337143,-122.016502,0.0,Vacaville,CA,106.0,12.0,10.0,6.9,Clear,0,0,1,0,Day,17,6,7
A-4742,3,38.521404,-121.768745,0.0,Dixon,CA,100.4,18.0,10.0,8.1,Clear,0,0,0,0,Day,17,6,7
A-4789,3,37.859638000000004,-121.281227,0.0,French Camp,CA,73.9,50.0,10.0,3.5,Partly Cloudy,0,0,0,0,Night,0,7,7
A-4807,3,37.488251,-121.942902,0.0,Fremont,CA,60.8,94.0,7.0,5.8,Overcast,0,0,0,0,Day,7,7,7
A-4831,3,37.700474,-121.92564399999999,0.0,Dublin,CA,82.9,36.0,10.0,6.9,Clear,0,0,0,0,Day,11,7,7
A-4863,2,37.339455,-121.852043,0.0,San Jose,CA,84.2,42.0,10.0,11.5,Clear,0,0,0,0,Day,15,7,7
A-4872,2,38.415915999999996,-122.716103,0.0,Santa Rosa,CA,72.0,51.0,10.0,15.0,Clear,0,0,0,0,Day,16,7,7
A-4877,3,37.943432,-122.480415,0.0,San Quentin,CA,57.2,88.0,10.0,15.0,Clear,0,1,0,0,Night,21,7,7
A-4885,3,37.703506,-122.00030500000001,0.0,Castro Valley,CA,57.0,81.0,10.0,6.9,Clear,0,0,0,0,Night,0,1,7
A-4889,2,37.37682,-121.94153600000001,0.0,San Jose,CA,60.1,83.0,10.0,4.6,Clear,0,0,1,0,Night,1,1,7
A-4898,2,37.849075,-122.229973,0.0,Oakland,CA,59.0,87.0,10.0,5.8,Overcast,0,0,1,0,Day,7,1,7
A-4906,3,37.762657,-121.439957,0.0,Tracy,CA,79.0,44.0,10.0,4.6,Partly Cloudy,0,0,0,0,Day,10,1,7
A-4919,2,37.909141999999996,-121.279808,0.0,Stockton,CA,90.0,29.0,10.0,9.2,Clear,0,0,0,0,Day,13,1,7
A-4936,2,38.301196999999995,-122.70603200000001,0.0,Petaluma,CA,77.0,50.0,10.0,9.2,Clear,0,0,1,0,Day,16,1,7
A-4943,2,37.734898,-122.40866100000001,0.0,San Francisco,CA,62.1,78.0,10.0,16.1,Partly Cloudy,0,0,0,0,Day,20,1,7
A-4952,3,38.216862,-122.13784,0.0,Fairfield,CA,60.1,80.0,10.0,4.6,Clear,0,0,0,0,Night,22,1,7
A-4961,2,37.209423,-121.722527,0.0,San Jose,CA,60.8,88.0,7.0,5.8,Clear,0,0,0,0,Night,6,2,8
A-4963,2,38.246281,-122.904808,0.0,Petaluma,CA,53.6,100.0,9.0,3.5,Overcast,0,0,0,0,Day,7,2,8
A-4974,2,38.01071500000001,-122.017548,0.0,Concord,CA,69.1,54.0,10.0,8.1,Clear,0,0,0,0,Day,9,2,8
A-4979,2,38.643349,-121.114876,0.0,Folsom,CA,68.0,56.0,10.0,5.8,Clear,0,0,0,0,Day,9,2,8
A-4994,3,38.426231,-121.487579,0.0,Sacramento,CA,80.1,38.0,10.0,5.8,Clear,0,0,0,0,Day,11,2,8
A-5004,3,38.276299,-122.047394,0.0,Fairfield,CA,80.8,33.0,10.0,19.6,Clear,0,0,1,0,Day,12,2,8
A-5010,2,38.014961,-122.269531,0.0,Hercules,CA,81.0,35.0,10.0,15.0,Clear,0,0,0,0,Day,13,2,8
A-5034,3,38.583015,-121.50322,0.01,Sacramento,CA,52.0,80.0,10.0,8.1,Mostly Cloudy,0,1,0,0,Day,15,4,11
A-5053,3,37.701607,-121.87579299999999,0.01,Pleasanton,CA,50.0,89.0,8.0,3.5,Overcast,0,0,0,0,Night,17,4,11
A-5058,3,38.270554,-122.051903,0.01,Fairfield,CA,47.1,88.0,10.0,8.1,Clear,0,0,1,0,Night,18,4,11
A-5080,3,37.77002,-121.328255,0.01,Tracy,CA,46.9,97.0,7.0,5.8,Clear,0,0,0,0,Night,19,4,11
A-5086,3,37.603424,-122.064148,0.01,Union City,CA,50.0,74.0,9.0,5.8,Partly Cloudy,0,0,0,0,Night,20,4,11
A-5093,3,37.897476,-122.0812,0.01,Walnut Creek,CA,48.0,77.0,10.0,6.9,Scattered Clouds,0,0,0,0,Night,20,4,11
A-5101,3,37.688957,-122.13561200000001,0.01,San Leandro,CA,50.0,71.0,10.0,5.8,Clear,0,0,1,0,Night,21,4,11
A-5107,3,37.466029999999996,-121.90511299999999,0.01,Fremont,CA,50.0,83.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,21,4,11
A-5125,2,37.259937,-121.968719,0.01,Los Gatos,CA,46.9,90.0,9.0,6.9,Clear,0,0,0,0,Night,2,5,12
A-5126,3,37.321135999999996,-121.899902,0.01,San Jose,CA,46.9,90.0,9.0,6.9,Clear,0,0,1,0,Night,2,5,12
A-5128,3,37.333649,-121.937294,0.01,San Jose,CA,46.9,90.0,9.0,6.9,Clear,0,0,0,0,Night,3,5,12
A-5137,3,37.764953999999996,-121.410652,0.01,Tracy,CA,46.0,83.0,10.0,9.2,Clear,0,0,1,0,Day,8,5,12
A-5142,3,37.656653999999996,-121.90158799999999,0.01,Pleasanton,CA,42.1,96.0,0.8,6.9,Scattered Clouds,0,0,0,0,Day,9,5,12
A-5150,2,37.535507,-122.07521100000001,5.15,Fremont,CA,53.1,61.0,10.0,4.6,Clear,0,0,1,0,Day,10,5,12
A-5152,3,37.802197,-122.297592,0.01,Oakland,CA,55.9,57.0,10.0,6.9,Partly Cloudy,0,0,0,0,Day,10,5,12
A-5158,2,37.985844,-121.268929,0.0,Stockton,CA,52.0,59.0,10.0,11.5,Clear,0,0,0,0,Day,10,5,12
A-5167,3,37.391579,-121.870392,0.01,San Jose,CA,57.0,44.0,10.0,10.4,Clear,0,0,0,0,Day,11,5,12
A-5187,2,38.477573,-121.408775,0.01,Sacramento,CA,55.0,55.0,10.0,13.8,Clear,0,0,0,0,Day,12,5,12
A-5224,2,37.686611,-122.130119,0.01,San Lorenzo,CA,53.1,59.0,10.0,8.1,Clear,0,1,0,1,Night,17,5,12
A-5268,3,37.627369,-122.081245,0.01,Hayward,CA,48.0,61.0,10.0,6.9,Clear,0,0,0,0,Night,21,5,12
A-5274,2,38.575649,-121.568253,0.01,West Sacramento,CA,48.0,56.0,10.0,18.4,Clear,0,0,0,0,Night,21,5,12
A-5301,3,37.644855,-122.093781,0.01,Hayward,CA,52.0,32.0,10.0,6.9,Clear,0,0,0,0,Day,8,6,12
A-5305,2,37.06649,-121.21914699999999,0.01,Hollister,CA,44.6,71.0,10.0,6.9,Clear,0,0,0,0,Day,9,6,12
A-5354,2,37.681732000000004,-121.0681,0.01,Modesto,CA,60.1,27.0,10.0,12.7,Clear,0,0,0,0,Day,16,6,12
A-5372,3,37.76332100000001,-122.216202,0.01,Oakland,CA,55.9,34.0,10.0,4.6,Clear,0,0,0,0,Night,18,6,12
A-5385,2,39.216358,-121.06540700000001,0.0,Grass Valley,CA,44.6,64.0,10.0,6.9,Clear,0,0,0,0,Night,19,6,12
A-5389,2,37.634361,-122.40691399999999,0.01,San Bruno,CA,54.0,57.0,10.0,10.4,Clear,0,0,0,0,Night,19,6,12
A-5397,2,37.960772999999996,-121.24731399999999,0.01,Stockton,CA,48.0,61.0,10.0,4.6,Clear,0,0,0,0,Night,20,6,12
A-5407,2,38.801796,-121.30021699999999,0.01,Roseville,CA,46.4,62.0,10.0,9.2,Clear,0,0,1,0,Night,20,6,12
A-5411,3,38.758034,-121.261528,0.01,Roseville,CA,44.6,61.0,10.0,6.9,Clear,0,0,0,0,Night,21,6,12
A-5425,3,37.74242,-121.531723,0.01,Tracy,CA,48.9,44.0,10.0,6.9,Clear,0,0,0,0,Night,22,6,12
A-5426,3,38.583015,-121.50322,0.01,Sacramento,CA,44.1,65.0,10.0,4.6,Clear,0,1,0,0,Night,22,6,12
A-5448,3,37.824001,-122.316925,0.01,Oakland,CA,55.9,57.0,10.0,4.6,Partly Cloudy,0,0,0,1,Day,9,7,12
A-5462,2,37.610844,-122.06944299999999,0.01,Union City,CA,60.1,39.0,10.0,6.9,Clear,0,0,0,0,Day,12,7,12
A-5483,2,38.574013,-121.38310200000001,0.01,Sacramento,CA,48.2,71.0,10.0,6.9,Clear,0,1,0,0,Night,17,7,12
A-5492,3,38.459812,-121.84093500000002,0.01,Dixon,CA,61.0,64.0,10.0,6.9,Clear,0,0,0,0,Night,18,7,12
A-5514,2,37.552738,-122.300407,0.01,San Mateo,CA,46.4,81.0,10.0,3.5,Clear,0,0,0,0,Night,1,1,12
A-5546,2,38.496132,-121.441521,0.01,Sacramento,CA,53.1,69.0,7.0,4.6,Clear,0,0,0,1,Day,11,1,12
A-5547,3,38.614117,-121.423294,0.01,Sacramento,CA,53.6,62.0,6.0,4.6,Haze,0,0,1,0,Day,12,1,12
A-5562,2,36.976494,-121.98530600000001,0.01,Santa Cruz,CA,55.9,69.0,10.0,5.8,Clear,0,1,0,0,Day,15,1,12
A-5599,3,37.563477,-122.03858899999999,0.01,Fremont,CA,53.1,86.0,2.0,3.5,Overcast,0,0,0,0,Night,1,2,12
A-5606,2,38.47282,-122.908546,0.01,Forestville,CA,37.9,100.0,0.8,6.9,Mist,0,0,0,0,Night,4,2,12
A-5632,2,37.866127,-122.206947,0.01,Orinda,CA,53.1,66.0,6.0,4.6,Haze,0,0,1,0,Day,10,2,12
A-5684,2,38.631596,-121.560822,0.01,Sacramento,CA,50.0,76.0,8.0,6.9,Clear,0,0,0,0,Day,15,2,12
A-5685,2,36.604664,-121.861015,0.01,Monterey,CA,53.1,80.0,10.0,8.1,Mostly Cloudy,0,0,0,1,Day,15,2,12
A-5694,2,38.026787,-121.92836799999999,0.01,Pittsburg,CA,54.0,69.0,10.0,5.8,Scattered Clouds,0,0,0,1,Night,17,2,12
A-5696,2,37.2976,-121.81160700000001,0.01,San Jose,CA,53.6,77.0,10.0,5.8,Overcast,0,0,0,0,Night,16,2,12
A-5710,3,37.332008,-122.017372,0.01,Cupertino,CA,52.0,80.0,10.0,6.9,Clear,0,0,1,0,Night,18,2,12
A-5718,2,37.364437,-121.90221399999999,0.01,San Jose,CA,53.1,74.0,10.0,3.5,Overcast,0,0,1,0,Night,19,2,12
A-5738,2,38.380112,-121.365875,0.01,Elk Grove,CA,46.9,83.0,10.0,6.9,Clear,0,0,1,0,Night,20,2,12
A-5744,2,38.559532,-121.373085,0.01,Sacramento,CA,44.6,93.0,6.0,6.9,Mostly Cloudy,0,0,0,0,Night,20,2,12
A-5794,2,38.424389,-122.673965,0.0,Santa Rosa,CA,39.0,86.0,10.0,6.9,Scattered Clouds,0,0,0,0,Day,9,3,12
A-5825,2,37.363136,-121.891586,0.01,San Jose,CA,53.1,50.0,10.0,4.6,Overcast,0,0,0,0,Day,11,3,12
A-5865,2,37.783546,-121.209778,0.01,Manteca,CA,57.9,47.0,10.0,12.7,Clear,0,0,0,0,Day,13,3,12
A-5909,2,39.52322,-121.68876599999999,0.01,Oroville,CA,44.1,79.0,7.0,6.9,Clear,0,0,0,0,Night,18,3,12
A-5915,3,37.701648999999996,-121.911278,0.01,Pleasanton,CA,46.0,73.0,10.0,6.9,Clear,0,0,0,0,Night,19,3,12
A-5939,3,37.69659,-121.921097,0.01,Pleasanton,CA,37.0,89.0,10.0,6.9,Clear,0,0,0,0,Night,21,3,12
A-5950,2,37.050540999999996,-120.86468500000001,0.0,Los Banos,CA,39.9,79.0,10.0,3.5,Partly Cloudy,0,0,0,0,Night,23,3,12
A-5974,2,37.694523,-122.05648799999999,0.01,Castro Valley,CA,48.0,50.0,10.0,6.9,Overcast,0,0,0,1,Day,10,4,12
A-5989,3,38.64056400000001,-121.47773000000001,0.01,Sacramento,CA,41.0,76.0,10.0,6.9,Clear,0,0,0,0,Day,11,4,12
A-5993,3,37.644787,-122.09394099999999,0.01,Hayward,CA,51.1,38.0,10.0,9.2,Overcast,0,0,0,0,Day,11,4,12
A-6008,2,38.430683,-122.741776,0.01,Santa Rosa,CA,45.0,80.0,10.0,6.9,Overcast,0,0,0,0,Day,13,4,12
A-6018,3,37.384646999999994,-121.862907,0.01,San Jose,CA,53.6,58.0,10.0,5.8,Overcast,0,0,1,0,Day,13,4,12
A-6021,3,37.701714,-121.888107,0.01,Pleasanton,CA,48.9,48.0,10.0,6.9,Light Rain,0,0,0,0,Day,13,4,12
A-6038,2,37.143429,-121.98490100000001,0.01,Los Gatos,CA,54.0,57.0,10.0,6.9,Overcast,0,0,0,0,Day,16,4,12
A-6056,2,38.57082,-121.13043200000001,0.0,Sloughhouse,CA,44.6,81.0,10.0,3.5,Overcast,0,0,0,0,Night,18,4,12
A-6061,2,38.703712,-121.349731,0.01,Antelope,CA,42.8,87.0,10.0,4.6,Mostly Cloudy,0,0,0,0,Night,18,4,12
A-6092,2,38.822769,-121.29991100000001,0.01,Rocklin,CA,39.2,93.0,10.0,8.1,Overcast,0,0,0,0,Night,21,4,12
A-6105,2,38.412975,-122.79276999999999,0.01,Santa Rosa,CA,41.0,96.0,2.5,6.9,Rain,0,0,0,0,Night,22,4,12
A-6118,3,38.216862,-122.13784,0.01,Fairfield,CA,46.0,83.0,10.0,10.4,Overcast,0,0,0,0,Night,1,5,12
A-6181,3,37.68935,-122.105194,0.01,Hayward,CA,57.9,75.0,10.0,13.8,Overcast,0,0,1,0,Day,9,5,12
A-6194,2,37.33535,-121.995651,0.01,Santa Clara,CA,57.9,78.0,10.0,17.3,Light Rain,0,1,0,1,Day,10,5,12
A-6196,3,38.561962,-121.64625500000001,0.01,Davis,CA,61.0,64.0,1.5,3.5,Overcast,0,0,1,0,Day,10,5,12
A-6204,2,37.339993,-121.85115800000001,0.01,San Jose,CA,62.6,72.0,10.0,12.7,Mostly Cloudy,0,0,0,0,Day,11,5,12
A-6227,2,39.253883,-121.12724299999999,0.0,Nevada City,CA,48.2,64.0,0.2,6.9,Overcast,0,0,0,0,Day,13,5,12
A-6265,2,38.683777,-121.43843100000001,0.0,Rio Linda,CA,48.2,100.0,0.8,6.9,Light Rain,0,0,0,1,Day,16,5,12
A-6273,2,38.752193,-122.614525,0.0,Middletown,CA,51.1,100.0,1.5,3.5,Light Rain,0,0,0,0,Day,16,5,12
A-6288,3,38.485714,-121.512344,0.01,Sacramento,CA,48.9,100.0,2.5,6.9,Light Rain,0,0,0,0,Night,16,5,12
A-6326,2,38.663555,-121.30856299999999,0.0,Fair Oaks,CA,55.4,88.0,10.0,4.6,Overcast,0,0,0,1,Night,19,5,12
A-6394,2,37.798054,-121.41196399999998,0.0,Tracy,CA,54.0,97.0,8.0,12.7,Light Rain,0,0,0,0,Night,22,5,12
A-6415,2,38.63858,-121.384628,0.01,Sacramento,CA,44.6,100.0,2.5,4.6,Light Rain,0,0,0,0,Night,0,6,12
A-6422,2,38.308636,-122.689552,0.01,Penngrove,CA,51.8,100.0,0.8,6.9,Overcast,0,0,0,0,Night,1,6,12
A-6460,3,37.942603999999996,-122.47771499999999,0.01,San Rafael,CA,53.6,100.0,2.5,6.9,Overcast,0,0,1,0,Day,9,6,12
A-6477,3,38.075176,-122.23130800000001,0.01,Vallejo,CA,57.9,90.0,2.0,5.8,Overcast,0,0,0,0,Day,10,6,12
A-6517,2,38.234852000000004,-121.13541399999998,0.01,Galt,CA,61.0,90.0,8.0,4.6,Overcast,0,0,0,0,Day,15,6,12
A-6532,2,37.119865000000004,-121.975967,0.01,Los Gatos,CA,64.0,67.0,10.0,4.6,Overcast,0,0,0,0,Night,16,6,12
A-6540,2,37.408218,-122.00376899999999,0.01,Sunnyvale,CA,63.0,67.0,10.0,4.6,Overcast,0,0,0,0,Night,17,6,12
A-6558,2,38.452553,-121.37175,0.01,Elk Grove,CA,55.0,100.0,5.0,6.9,Clear,0,1,0,1,Night,18,6,12
A-6563,3,37.980061,-122.06556699999999,0.01,Pleasant Hill,CA,57.0,87.0,5.0,6.9,Light Rain,0,0,0,0,Night,18,6,12
A-6586,3,37.700348,-121.926231,0.01,Dublin,CA,55.9,90.0,10.0,6.9,Overcast,0,0,0,0,Night,20,6,12
A-6613,2,37.507812,-121.030891,0.0,Crows Landing,CA,59.0,87.0,4.0,5.8,Light Rain,0,0,0,0,Night,23,6,12
A-6627,3,37.866753,-122.303642,0.01,Berkeley,CA,59.0,96.0,7.0,9.2,Light Rain,0,0,0,0,Night,2,7,12
A-6631,2,36.943386,-121.72053500000001,0.0,Watsonville,CA,57.9,100.0,6.0,6.9,Overcast,0,0,0,0,Night,3,7,12
A-6639,3,37.811298,-121.992989,0.01,Danville,CA,60.1,86.0,4.0,5.8,Light Rain,0,0,0,0,Night,5,7,12
A-6644,3,38.222747999999996,-122.12883000000001,0.01,Fairfield,CA,59.0,93.0,10.0,16.1,Light Rain,0,0,0,0,Night,6,7,12
A-6667,3,37.784985,-122.39275400000001,0.01,San Francisco,CA,60.1,93.0,0.8,13.8,Heavy Rain,0,0,0,0,Day,12,7,12
A-6671,2,37.525131,-122.357826,0.01,Half Moon Bay,CA,57.2,94.0,0.8,10.4,Overcast,0,0,0,0,Day,14,7,12
A-6683,2,37.535507,-122.07521100000001,0.01,Fremont,CA,61.0,83.0,6.0,4.6,Haze,0,0,1,0,Day,15,7,12
A-6694,2,37.874859,-122.18658400000001,0.01,Orinda,CA,61.0,83.0,7.0,10.4,Overcast,0,0,1,0,Day,15,7,12
A-6750,2,38.456322,-121.35358400000001,0.01,Sacramento,CA,50.0,94.0,7.0,6.9,Mostly Cloudy,0,0,0,0,Day,12,1,12
A-6751,2,38.653659999999995,-121.350479,0.0,Sacramento,CA,48.2,100.0,5.0,6.9,Overcast,0,0,0,1,Day,11,1,12
A-6766,2,37.944752,-120.84375800000001,0.01,Farmington,CA,52.0,80.0,10.0,5.8,Clear,0,0,0,0,Day,16,1,12
A-6779,3,37.687484999999995,-122.13348400000001,0.01,San Leandro,CA,50.0,74.0,10.0,3.5,Clear,0,0,0,0,Night,22,1,12
A-6786,3,37.923428,-122.35998500000001,0.01,Richmond,CA,46.9,86.0,10.0,6.9,Clear,0,0,0,0,Night,1,2,12
A-6802,2,39.220261,-121.1511,0.0,Rough and Ready,CA,46.4,64.0,10.0,5.8,Clear,0,0,0,0,Day,7,2,12
A-6810,3,38.222747999999996,-122.12883000000001,0.01,Fairfield,CA,48.9,83.0,10.0,6.9,Clear,0,0,0,0,Day,9,2,12
A-6811,2,38.683571,-120.92898600000001,0.01,Shingle Springs,CA,51.8,44.0,10.0,5.8,Clear,0,0,0,0,Day,9,2,12
A-6820,2,37.74958,-122.403549,0.01,San Francisco,CA,55.9,64.0,10.0,3.5,Mostly Cloudy,0,0,0,0,Day,11,2,12
A-6837,2,38.08655200000001,-121.31047099999999,0.01,Lodi,CA,50.0,86.0,10.0,8.1,Overcast,0,0,0,0,Day,12,2,12
